Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
tsgndw-test,tsgndw-test,FTP Server Accounts,"['207.223.46.36', '216.172.25.2', '52.0.130.53', '52.0.187.83', '52.4.141.227', '52.4.9.225', '54.68.33.102', '54.85.20.66']",\\com1\dispatch\TSGN-DW\Test\\Inbound,\\com1\dispatch\TSGN-DW\Test\\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
mxdcarriers-test,mxdcarriers-test,FTP Server Accounts,"['108.248.99.90', '162.242.171.237', '165.225.138.161', '165.225.156.65', '172.243.207.28', '199.192.240.124', '207.223.46.36', '207.223.46.41', '207.223.46.46', '207.223.46.48', '207.223.46.49', '207.223.46.54', '216.172.25.2', '23.253.162.73', '23.253.164.31', '23.253.165.56', '52.0.130.53', '52.0.187.83', '52.4.9.225', '70.61.84.78', '72.2.112.106']",%com1%\dispatch\MXDCarriers\Test\\Inbound,%com1%\dispatch\MXDCarriers\Test\\Outbound,N/A,Cary QA,
mxdgroup-test,mxdgroup-test,FTP Server Accounts,"['108.248.99.90', '162.242.171.237', '165.225.138.161', '165.225.156.65', '172.243.207.28', '199.192.240.124', '207.223.46.36', '207.223.46.41', '207.223.46.46', '207.223.46.48', '207.223.46.49', '207.223.46.54', '216.172.25.2', '23.253.162.73', '23.253.164.31', '23.253.165.56', '52.0.130.53', '52.0.187.83', '52.4.9.225', '70.61.84.78', '72.2.112.106']",%com1%\dispatch\MXDGroup\Test\\Inbound,%com1%\dispatch\MXDGroup\Test\\Outbound,N/A,Cary QA,
lineagecarrier-qa,lineagecarrier-qa,FTP Server Accounts,"['207.223.46.36', '207.223.46.41', '207.223.46.46', '207.223.46.54', '216.172.25.2', '52.0.130.53', '52.0.187.83', '52.4.9.225']",%com1%\Dispatch\LineageCarriers\Test\Inbound,%com1%\Dispatch\LineageCarriers\Test\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
lineagelog-qa,lineagelog-qa,FTP Server Accounts,"['207.223.46.36', '207.223.46.41', '207.223.46.46', '207.223.46.54', '216.172.25.2', '23.253.162.73', '52.0.130.53', '52.0.187.83', '52.4.9.225']",%com1%\dispatch\LineageLogistics\Test\Inbound,%com1%\dispatch\LineageLogistics\Test\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
taylorfarmcarrier-test,taylorfarmcarrier-test,FTP Server Accounts,"['207.223.46.36', '216.172.25.2', '24.106.204.74', '52.0.130.53', '52.0.187.83', '52.4.9.225', '54.160.158.45', '54.161.96.248', '54.204.22.253', '54.68.33.102']",%com1%\dispatch\TaylorFarmsCarriers\Test\Inbound,%com1%\dispatch\TaylorFarmsCarriers\Test\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
3plogic-carrier-qa,3plogic-carrier-qa,FTP Server Accounts,"['207.223.46.36', '207.223.46.41', '207.223.46.42', '207.223.46.46', '207.223.46.54', '216.172.25.2', '52.0.130.53', '52.4.9.225', '54.68.33.102']",%com1%\Dispatch\3PLogic-Carrier\Test\\Inbound,%com1%\Dispatch\3PLogic-Carrier\Test\\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
integra-qa,integra-qa,FTP Server Accounts,"['207.173.214.66', '216.27.82.131', '216.27.82.132', '45.52.11.138', '45.52.11.149', '72.44.203.100', '72.44.203.212-72.44.203.214', '97.90.59.74']",%com1%\dispatch\IntegraLogSvcs\Test\\Inbound,%com1%\dispatch\IntegraLogSvcs\Test\\Outbound,N/A,Cary QA,SheerTrans Solutions
snsc-test,snsc-test,FTP Server Accounts,"['207.173.214.66', '216.27.82.132', '24.106.204.74', '45.52.11.138', '45.52.11.149', '72.44.203.100', '72.44.203.212-72.44.203.214']",%com1%\Dispatch\SNSC-SheerTransBrokerage\Test\\Inbound,%com1%\Dispatch\SNSC-SheerTransBrokerage\Test\\Outbound,N/A,Cary QA,
mtnf-test,mtnf-test,FTP Server Accounts,"['208.68.135.5', '71.13.133.66']",%com1%\dispatch\MTNF-MillisTransfer\Test\\Inbound,%com1%\dispatch\MTNF-MillisTransfer\Test\\Outbound,N/A,Cary QA,
cark-test,cark-test,FTP Server Accounts,['4.31.206.196'],%com1%\Dispatch\CARK-CalArk\Test\\Inbound,%com1%\Dispatch\CARK-CalArk\Test\\Outbound,N/A,Cary QA,Carter Logistics
3plogic-qa,3plogic-qa,FTP Server Accounts,"['12.222.130.66', '207.223.46.34-207.223.46.60', '216.172.25.2', '52.0.130.53', '52.4.9.225', '54.68.33.102']",%com1%\Dispatch\3PLogic\Test\\Inbound,%com1%\Dispatch\3PLogic\Test\\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
wmusrmg,wmusrmg,FTP Server Accounts,"['199.184.255.217', '40.117.91.165', '5.0.112.16', '65.115.107.61']",%COM1%\Dispatch\BakerTaylor\Test\\Inbound,%COM1%\Dispatch\BakerTaylor\Test\\Outbound,N/A,Cary QA,Walmart
retrans-test,retrans-test,FTP Server Accounts,"['207.191.44.243', '69.40.222.110', '69.40.222.111', '69.40.222.121', '69.40.222.130']",%com1%\dispatch\ReTrans\Test\\Inbound,%com1%\dispatch\ReTrans\Test\\Outbound,N/A,Cary QA,ReTrans
ryder-qa,ryder-qa,FTP Server Accounts,"['107.15.186.134', '168.218.95.129', '168.218.95.130', '168.218.95.131']",%com1%\Dispatch\Ryder-QA\Test\\Inbound,%com1%\Dispatch\Ryder-QA\Test\\Outbound,N/A,Cary QA,Ryder
scmllouisville-qa,scmllouisville-qa,FTP Server Accounts,['201.140.99.72'],%com1%\Dispatch\SCMLLogistics-LouisvilleLadder\Test\\Inbound,%com1%\Dispatch\SCMLLogistics-LouisvilleLadder\Test\\Outbound,N/A,Cary QA,SCML Logistics
genpro-klein-test,genpro-klein-test,FTP Server Accounts,"['192.153.52.200-192.153.52.208', '65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\Dispatch\Genpro-Kleinschmidt\Test\\Inbound,%com1%\Dispatch\Genpro-Kleinschmidt\Test\\Outbound,N/A,Cary QA,Genpro
rampsystems-qa,rampsystems-qa,FTP Server Accounts,"['173.247.85.192-173.247.85.208', '192.153.52.200-192.153.52.208']",%com1%\Dispatch\Genpro-RampSystems\Test\\Inbound,%com1%\Dispatch\Genpro-RampSystems\Test\\Outbound,N/A,Cary QA,Genpro
jditemp-qa,jditemp-qa,FTP Server Accounts,"['198.73.125.100', '198.73.126.25', '198.73.15.1']",%com1%\dispatch\JDI-Logistics\Test\\Inbound,%com1%\dispatch\JDI-Logistics\Test\\Outbound,N/A,Cary QA,JDI Midland
jdimidlandtemp-qa,jdimidlandtemp-qa,FTP Server Accounts,"['198.73.125.100', '198.73.126.25', '198.73.15.1']",%com1%\dispatch\JDI-Midland\Test\\Inbound,%com1%\dispatch\JDI-Midland\Test\\Outbound,N/A,Cary QA,JDI Midland
mdld-test,mdld-test,FTP Server Accounts,['198.73.125.100'],%com1%\dispatch\MDLD-MidlandTransport\Test\\Inbound,%com1%\dispatch\MDLD-MidlandTransport\Test\\Outbound,N/A,Cary QA,
hdsfm-test,hdsfm-test,FTP Server Accounts,['97.65.190.10'],%com1%\Dispatch\HDSupply-FacilitiesMgmt\Test\\Inbound,%com1%\Dispatch\HDSupply-FacilitiesMgmt\Test\\Outbound,N/A,Cary QA,Home Depot Supply
tiflint-test,tiflint-test,FTP Server Accounts,"['10.115.76.45', '12.0.226.128', '12.222.130.66', '128.136.66.132-128.136.66.158', '184.185.117.222', '207.173.214.66', '208.27.127.78', '216.27.82.131', '216.27.82.132', '24.106.204.74', '24.106.204.76', '24.92.17.85', '45.52.11.138', '45.52.11.149', '64.143.115.161', '64.143.221.220', '64.143.221.222', '64.235.154.36', '67.197.39.88', '67.76.103.104-67.76.103.111', '68.115.211.193-68.115.211.222', '68.115.211.209', '68.187.162.194', '71.70.148.245', '72.204.250.170', '72.242.98.105-72.242.98.110', '72.44.203.100', '72.44.203.212', '72.44.203.212-72.44.203.214', '72.44.203.213', '72.44.203.214', '76.7.67.64-76.7.67.127', '97.90.59.74']",%com1%\Data\MG\Data\Dispatch\TIFlintTradingCo\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\TIFlintTradingCo\Test\\Outbound,N/A,Cary QA,
rydr-will-qa,rydr-will-qa,FTP Server Accounts,"['12.229.139.14', '168.218.95.129', '168.218.95.130', '168.218.95.131', '168.218.95.170', '168.218.95.172', '168.218.96.3', '206.113.15.122', '65.244.148.222']",%COM1%\Dispatch\Ryder-WilliamsandAssociates\Test\\Inbound,%COM1%\Dispatch\Ryder-WilliamsandAssociates\Test\\Outbound,N/A,Cary QA,Ryder
cleo,cleo,FTP Server Accounts,['208.46.32.4'],\\com1\dispatch\CleoSupport\Prod\Outbound\Inbound,\\com1\dispatch\CleoSupport\Prod\Outbound\Outbound,N/A,Cary QA,Clean Energy
haproxytest,haproxytest,FTP Server Accounts,"['10.115.76.110', '107.15.186.134', '199.115.76.110']",\\com1\dispatch\Haproxytest\Test\Inbound,\\com1\dispatch\Haproxytest\Test\Outbound,N/A,Cary QA,
technicolor-qa,technicolor-qa,FTP Server Accounts,"['157.254.49.2', '157.254.49.3', '206.209.221.5', '206.209.221.6', '65.218.138.8']",%com1%\Dispatch\Technicolor\Test\\Inbound,%com1%\Dispatch\Technicolor\Test\\Outbound,N/A,Cary QA,Technicolor USA
syncreonEMEA-test,syncreonEMEA-test,FTP Server Accounts,"['10.115.76.45', '24.106.204.74', '91.229.192.129', '91.229.192.60', '91.229.192.61']",%Com1%\dispatch\SyncreonEMEA\Test\\Inbound,%Com1%\dispatch\SyncreonEMEA\Test\\Outbound,N/A,Cary QA,Syncreon
canontlb-test,canontlb-test,FTP Server Accounts,"['91.229.192.129', '91.229.192.60', '91.229.192.61']",%com1%\Dispatch\SyncreonEMEA-CanonTLB\Test\\Inbound,%com1%\Dispatch\SyncreonEMEA-CanonTLB\Test\\Outbound,N/A,Cary QA,Syncreon
htsh-test,htsh-test,FTP Server Accounts,"['192.96.169.198', '192.96.169.222', '198.199.57.103', '198.199.57.98']",%com1%\Data\MG\Data\Dispatch\HTSH-HirschbachTransport\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\HTSH-HirschbachTransport\Test\\Outbound,N/A,Cary QA,
scjohnson-test,scjohnson-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%COM1%\Dispatch\SCJohnson\Test\\Inbound,%COM1%\Dispatch\SCJohnson\Test\\Outbound,N/A,Cary QA,
xpol-test,xpol-test,FTP Server Accounts,"['128.136.70.250', '128.136.71.62', '199.102.83.164', '199.102.83.165', '204.128.146.25', '204.128.146.65', '209.82.14.85', '69.77.173.110', '71.65.219.187']",%com1%\dispatch\XPOL-XPOLogistics\Test\\Inbound,%com1%\dispatch\XPOL-XPOLogistics\Test\\Outbound,N/A,Cary QA,
aymcdonalds-test,aymcdonalds-test,FTP Server Accounts,"['173.213.186.241', '173.24.249.86', '173.24.251.191', '173.25.103.143', '173.27.217.115', '173.28.40.217', '192.96.168.242', '199.193.99.190', '199.241.228.52', '207.10.206.241', '45.42.4.195', '50.82.161.112', '65.125.107.178', '69.180.73.15', '74.84.127.14']",%com1%\dispatch\AYMcDonalds\Test\\Inbound,%com1%\dispatch\AYMcDonalds\Test\\Outbound,N/A,Cary QA,Rockfarm
subco-test,subco-test,FTP Server Accounts,"['173.27.217.115', '192.96.168.242', '199.193.99.190', '199.241.228.52', '204.220.24.106', '45.42.4.195', '65.125.107.178', '74.84.127.14']",%com1%\Dispatch\Rockfarm-Smyth\Test\\Inbound,%com1%\Dispatch\Rockfarm-Smyth\Test\\Outbound,N/A,Cary QA,Rockfarm
Burak,Burak,FTP Server Accounts,"['10.1.1.181', '10.115.76.*', '10.2.1.*', '10.27.11.*', '10.27.12.*', '10.27.19.27', '10.27.20.*', '173.95.130.50', '199.115.76.*', '199.115.76.110', '216.27.11.*', '216.27.20.*', '24.106.204.*', '99.127.44.241']",\\cryfs1\dispatch\BurakFTP\EmirsFolders\\Inbound,\\cryfs1\dispatch\BurakFTP\EmirsFolders\\Outbound,N/A,Cary QA,
emirtest,emirtest,FTP Server Accounts,"['10.115.76.45', '10.66.222.43', '12.222.130.66', '24.106.204.74']",%com1%\Dispatch\EmirTest\Test\\Inbound,%com1%\Dispatch\EmirTest\Test\\Outbound,N/A,Cary QA,
newacrl-test2,newacrl-test2,FTP Server Accounts,['70.43.171.66'],%com1%\dispatch\ACRL-AmericanCentralTransp\Test\\Inbound,%com1%\dispatch\ACRL-AmericanCentralTransp\Test\\Outbound,N/A,Cary QA,Newgistics
saddlecreek-test,saddlecreek-test,FTP Server Accounts,"['10.10.150.79', '173.227.159.210', '173.227.159.23', '173.227.159.33', '173.227.159.46', '173.227.159.52']",%com1%\Dispatch\SaddleCreek\Test\\Inbound,%com1%\Dispatch\SaddleCreek\Test\\Outbound,N/A,Cary QA,Saddle Creek
columbus-test,columbus-test,FTP Server Accounts,"['10.66.222.43', '12.45.42.193', '199.66.222.43']",%com1%\dispatch\RRTS-Columbus\Test\\Inbound,%com1%\dispatch\RRTS-Columbus\Test\\Outbound,N/A,Cary QA,Columbian Logistics Managment
tinchtl-qa,tinchtl-qa,FTP Server Accounts,"['208.44.241.24-208.44.241.29', '216.27.82.131', '216.27.82.132', '24.92.17.85', '45.37.171.212', '65.152.201.0-65.152.201.25', '68.187.162.194', '97.90.59.74']",%COM1%\Dispatch\TransportationInsight-CHTL-StoryGroup\Test\\Inbound,%COM1%\Dispatch\TransportationInsight-CHTL-StoryGroup\Test\\Outbound,N/A,Cary QA,Story Group
valeant-test,valeant-test,FTP Server Accounts,"['161.242.10.254', '74.205.130.194']",%com1%\dispatch\ValeantPharmaceuticals\Test\\Inbound,%com1%\dispatch\ValeantPharmaceuticals\Test\\Outbound,N/A,Cary QA,Valmont Industries
rrtstest,rrtstest,FTP Server Accounts,"['12.45.42.193', '198.102.80.1-198.102.81.254', '198.102.80.55', '198.102.80.8']",%com1%\dispatch\RRTSTEST\Test\\Inbound,%com1%\dispatch\RRTSTEST\Test\\Outbound,N/A,Cary QA,RRTS-Group Transportation Svc(GTS)
nicktest,nicktest,FTP Server Accounts,"['10.66.223.43', '10.66.223.47', '184.73.4.201', '199.66.222.43', '199.66.223.47']",\\com1\Dispatch\nicktestsftp\Test\\Inbound,\\com1\Dispatch\nicktestsftp\Test\\Outbound,N/A,Cary QA,
carmafrtfriend-qa,carmafrtfriend-qa,FTP Server Accounts,"['64.69.47.53', '64.79.96.210', '64.79.96.211', '67.217.44.*', '68.70.163.*', '73.9.65.37']",%com1%\dispatch\CarmaFrtFriend\Test\\Inbound,%com1%\dispatch\CarmaFrtFriend\Test\\Outbound,N/A,Cary QA,Carter Logistics
frtfriend-qa,frtfriend-qa,FTP Server Accounts,"['24.15.164.116', '64.69.47.53', '64.79.96.210', '64.79.96.211', '67.217.44.*', '68.70.163.*', '73.9.65.37']",%com1%\Dispatch\FreightFriend\Test\\Inbound,%com1%\Dispatch\FreightFriend\Test\\Outbound,N/A,Cary QA,
syncreon-test,syncreon-test,FTP Server Accounts,"['10.1.2.155', '12.222.130.66', '198.54.218.211', '62.17.149.236', '62.17.149.237']",%com1%\Dispatch\SyncreonNA\Test\\Inbound,%com1%\Dispatch\SyncreonNA\Test\\Outbound,N/A,Cary QA,Syncreon
bicmojo-qa,bicmojo-qa,FTP Server Accounts,"['10.1.1.239', '12.222.130.66', '24.163.56.175', '68.52.187.82', '69.244.196.67']",%Com1%\Dispatch\BICWorld-Mojo\Test\\Inbound,%Com1%\Dispatch\BICWorld-Mojo\Test\\Outbound,N/A,Cary QA,BIC North America
toro-qa2,toro-qa2,FTP Server Accounts,"['107.15.186.134', '170.92.1.251', '170.92.16.155', '170.92.56.47', '170.92.6.130', '216.27.12.195', '24.106.204.74', '66.162.50.146']",\\com1\Dispatch\ToroTest\Test\\Inbound,\\com1\Dispatch\ToroTest\Test\\Outbound,N/A,Cary QA,Toro
nick,nick,FTP Server Accounts,['10.66.223.43'],\\com1\Dispatch\nicktestsftp\Test\\Inbound,\\com1\Dispatch\nicktestsftp\Test\\Outbound,N/A,Cary QA,
CloneMeMailBox,CloneMeMailBox,FTP Server Accounts,"['10.115.76.*', '10.27.11.238', '199.66.223.47', '199.66.223.47']",\\10.66.222.4\dispatch\Test\Inbound,\\10.66.222.4\dispatch\Test\Outbound,N/A,MIA QA,
U2016-08-08 093842,U2016-08-08 093842,FTP Server Accounts,"['10.115.76.*', '10.27.11.238']",\\10.66.222.4\dispatch\U2016-08-08 093842\Test\Inbound,\\10.66.222.4\dispatch\U2016-08-08 093842\Test\Outbound,N/A,MIA QA,
U2016-08-08 093957,U2016-08-08 093957,FTP Server Accounts,"['10.115.76.*', '10.27.11.238']",\\10.66.222.4\dispatch\U2016-08-08 093957\Test\Inbound,\\10.66.222.4\dispatch\U2016-08-08 093957\Test\Outbound,N/A,MIA QA,
hods,hods,FTP Server Accounts,"['133.*.*.*', '166.12.10.*', '192.168.15.17']",\\10.66.222.4\dispatch\HODS-HodCuteTransport\Test\Inbound,\\10.66.222.4\dispatch\HODS-HodCuteTransport\Test\Outbound,N/A,MIA QA,
joes,joes,FTP Server Accounts,['123.365.324.845'],\\10.66.222.4\dispatch\JOES-JoesTransAmerica\Test\Inbound,\\10.66.222.4\dispatch\JOES-JoesTransAmerica\Test\Outbound,N/A,MIA QA,
odfl,odfl,FTP Server Accounts,"['133.*.*.*', '166.12.10.*', '192.168.15.17']",%miacom1%\dispatch\ODFL-OldDominionFreightLine\Test\Inbound,%miacom1%\dispatch\ODFL-OldDominionFreightLine\Test\Outbound,N/A,MIA QA,
TransplaceAdmin-QA,TransplaceAdmin-QA,FTP Server Accounts,"['108.171.132.188', '208.191.62.10', '208.191.62.254', '4.26.209.110', '4.30.208.22']",%cryfs1%\customerdata\Transplace\QA\Inbound,%cryfs1%\customerdata\Transplace\QA\Outbound,N/A,Cary QA,Transplace
tsgtconagraadmin-qa1,tsgtconagraadmin-qa1,FTP Server Accounts,"['108.171.132.188', '208.191.62.10', '208.191.62.254', '4.26.209.110', '4.30.208.22']",\\miacom1\CustomerData\Transplace-Conagra\\Inbound,\\miacom1\CustomerData\Transplace-Conagra\\Outbound,N/A,MIA QA,Transportation Solutions Group (3PLogic / TSG)
ohlqadata1,ohlqadata1,FTP Server Accounts,"['12.153.19.79', '12.153.19.80', '12.189.238.29']",%miacom1%\customerdata\OHL\QA\Complete\\Inbound,%miacom1%\customerdata\OHL\QA\Complete\\Outbound,N/A,MIA QA,OHL - Ozburn-Hessey Logistics
ohlqaqueue1,ohlqaqueue1,FTP Server Accounts,"['12.153.19.79', '12.153.19.80', '12.189.238.29']",%miacom1%\customerdata\OHL\QA\Queue\\Inbound,%miacom1%\customerdata\OHL\QA\Queue\\Outbound,N/A,MIA QA,OHL - Ozburn-Hessey Logistics
TransplaceAdmin-QA1,TransplaceAdmin-QA1,FTP Server Accounts,"['108.171.132.188', '208.191.62.10', '208.191.62.254', '4.26.209.110', '4.30.208.22']",%miacom1%\customerdata\Transplace\QA\Inbound,%miacom1%\customerdata\Transplace\QA\Outbound,N/A,MIA QA,Transplace
schneidercustomeradmin1,schneidercustomeradmin1,FTP Server Accounts,"['10.1.2.73', '10.115.76.45', '107.15.186.134', '12.222.130.66', '161.222.160.8', '161.222.88.177', '71.94.19.248']",%miacom1%\CustomerData\Schneider-Customers\\Inbound,%miacom1%\CustomerData\Schneider-Customers\\Outbound,N/A,MIA QA,Schneider National
MGSupportMiaCust12,MGSupportMiaCust12,FTP Server Accounts,"['12.222.130.66', '162.253.110.82', '174.99.106.217', '24.106.204.76', '98.193.147.138']",\\miacom1\Customerdata\\Inbound,\\miacom1\Customerdata\\Outbound,N/A,MIA QA,
MGSupportMiaDis12,MGSupportMiaDis12,FTP Server Accounts,"['12.222.130.66', '162.253.110.82', '174.99.106.217', '24.106.204.76', '98.193.147.138']",\\miacom1\Dispatch\\Inbound,\\miacom1\Dispatch\\Outbound,N/A,MIA QA,
ohlholdqa12,ohlholdqa12,FTP Server Accounts,"['12.153.19.79', '12.153.19.80', '12.189.238.29']",%miacom1%\customerdata\OHL\QA\Hold\\Inbound,%miacom1%\customerdata\OHL\QA\Hold\\Outbound,N/A,MIA QA,OHL - Ozburn-Hessey Logistics
wmbedtimeorig,wmbedtimeorig,FTP Server Accounts,['208.191.149.221'],%com1%\Dispatch\Walmart-Suppliers\BedtimeOriginals\\Inbound,%com1%\Dispatch\Walmart-Suppliers\BedtimeOriginals\\Outbound,N/A,Cary Prod1,Walmart
wmbrinkman,wmbrinkman,FTP Server Accounts,['65.115.201.66'],%com1%\Dispatch\Walmart-Suppliers\Brinkman\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Brinkman\\Outbound,N/A,Cary Prod1,Walmart
wmdallas,wmdallas,FTP Server Accounts,['65.115.201.66'],%com1%\Dispatch\Walmart-Suppliers\DallasManufac\\Inbound,%com1%\Dispatch\Walmart-Suppliers\DallasManufac\\Outbound,N/A,Cary Prod1,Walmart
wmdeltaenterprise,wmdeltaenterprise,FTP Server Accounts,['96.246.218.90'],%com1%\Dispatch\Walmart-Suppliers\DeltaEnterprise\\Inbound,%com1%\Dispatch\Walmart-Suppliers\DeltaEnterprise\\Outbound,N/A,Cary Prod1,Walmart
wmeeco,wmeeco,FTP Server Accounts,['64.47.138.34'],%com1%\Dispatch\Walmart-Suppliers\EECompanyLTD\\Inbound,%com1%\Dispatch\Walmart-Suppliers\EECompanyLTD\\Outbound,N/A,Cary Prod1,Walmart
wmexxel,wmexxel,FTP Server Accounts,['66.112.41.7'],%com1%\Dispatch\Walmart-Suppliers\ExxelOutdoors\\Inbound,%com1%\Dispatch\Walmart-Suppliers\ExxelOutdoors\\Outbound,N/A,Cary Prod1,Walmart
wmintradeco,wmintradeco,FTP Server Accounts,['65.127.180.31'],%com1%\Dispatch\Walmart-Suppliers\Intradeco\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Intradeco\\Outbound,N/A,Cary Prod1,Walmart
wmjakks,wmjakks,FTP Server Accounts,['63.156.201.13'],%com1%\Dispatch\Walmart-Suppliers\JakksSales\\Inbound,%com1%\Dispatch\Walmart-Suppliers\JakksSales\\Outbound,N/A,Cary Prod1,Walmart
wmkolcraft,wmkolcraft,FTP Server Accounts,['63.233.67.135'],%com1%\Dispatch\Walmart-Suppliers\Kolkraft\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Kolkraft\\Outbound,N/A,Cary Prod1,Walmart
wmlasko,wmlasko,FTP Server Accounts,['50.199.86.77'],%com1%\Dispatch\Walmart-Suppliers\LaskoProducts\\Inbound,%com1%\Dispatch\Walmart-Suppliers\LaskoProducts\\Outbound,N/A,Cary Prod1,Walmart
wmleisuretime,wmleisuretime,FTP Server Accounts,['70.166.231.98'],%com1%\Dispatch\Walmart-Suppliers\LeisureTimeProducts\\Inbound,%com1%\Dispatch\Walmart-Suppliers\LeisureTimeProducts\\Outbound,N/A,Cary Prod1,Walmart
wmlifetime,wmlifetime,FTP Server Accounts,['208.229.42.246'],%com1%\Dispatch\Walmart-Suppliers\LifetimeBrands\\Inbound,%com1%\Dispatch\Walmart-Suppliers\LifetimeBrands\\Outbound,N/A,Cary Prod1,Walmart
wmolivetintl,wmolivetintl,FTP Server Accounts,['100.43.253.98'],%com1%\Dispatch\Walmart-Suppliers\OlivetIntl\\Inbound,%com1%\Dispatch\Walmart-Suppliers\OlivetIntl\\Outbound,N/A,Cary Prod1,Walmart
wmpubliccloth,wmpubliccloth,FTP Server Accounts,['108.176.5.122'],%com1%\Dispatch\Walmart-Suppliers\PublicClothingCo\\Inbound,%com1%\Dispatch\Walmart-Suppliers\PublicClothingCo\\Outbound,N/A,Cary Prod1,Walmart
wmsatknight,wmsatknight,FTP Server Accounts,['66.117.224.3'],%com1%\Dispatch\Walmart-Suppliers\SaturdayKnight\\Inbound,%com1%\Dispatch\Walmart-Suppliers\SaturdayKnight\\Outbound,N/A,Cary Prod1,Walmart
wmtayprepro,wmtayprepro,FTP Server Accounts,['67.134.20.112'],%com1%\Dispatch\Walmart-Suppliers\TaylorPrecisionProducts\\Inbound,%com1%\Dispatch\Walmart-Suppliers\TaylorPrecisionProducts\\Outbound,N/A,Cary Prod1,Walmart
wmtopsville,wmtopsville,FTP Server Accounts,['198.105.83.110'],%com1%\Dispatch\Walmart-Suppliers\Topsville\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Topsville\\Outbound,N/A,Cary Prod1,Walmart
wmtriboro,wmtriboro,FTP Server Accounts,['71.30.59.130'],%com1%\Dispatch\Walmart-Suppliers\TriboroQuilt\\Inbound,%com1%\Dispatch\Walmart-Suppliers\TriboroQuilt\\Outbound,N/A,Cary Prod1,Walmart
wmtroxel,wmtroxel,FTP Server Accounts,['209.46.58.126'],%com1%\Dispatch\Walmart-Suppliers\TroxelCo\\Inbound,%com1%\Dispatch\Walmart-Suppliers\TroxelCo\\Outbound,N/A,Cary Prod1,Walmart
wmumbra,wmumbra,FTP Server Accounts,['66.199.40.149'],%com1%\Dispatch\Walmart-Suppliers\Umbra\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Umbra\\Outbound,N/A,Cary Prod1,Walmart
wmvalmont,wmvalmont,FTP Server Accounts,['165.251.195.4'],%com1%\Dispatch\Walmart-Suppliers\Valmont\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Valmont\\Outbound,N/A,Cary Prod1,Walmart
wmweber,wmweber,FTP Server Accounts,['107.0.206.105'],%com1%\Dispatch\Walmart-Suppliers\WeberStephen\\Inbound,%com1%\Dispatch\Walmart-Suppliers\WeberStephen\\Outbound,N/A,Cary Prod1,Walmart
wmwenzel,wmwenzel,FTP Server Accounts,['207.140.37.3'],%com1%\Dispatch\Walmart-Suppliers\Wenzel\\Inbound,%com1%\Dispatch\Walmart-Suppliers\Wenzel\\Outbound,N/A,Cary Prod1,Walmart
wmwestpt,wmwestpt,FTP Server Accounts,['68.170.140.27'],%com1%\dispatch\Walmart-Suppliers\WestPtHome\\Inbound,%com1%\dispatch\Walmart-Suppliers\WestPtHome\\Outbound,N/A,Cary Prod1,Walmart
wmwise,wmwise,FTP Server Accounts,['66.179.78.225'],%com1%\dispatch\Walmart-Suppliers\Wise\\Inbound,%com1%\dispatch\Walmart-Suppliers\Wise\\Outbound,N/A,Cary Prod1,Walmart
wmworldkitchen,wmworldkitchen,FTP Server Accounts,['208.229.190.7'],%com1%\Dispatch\Walmart-Suppliers\WorldKitchen\\Inbound,%com1%\Dispatch\Walmart-Suppliers\WorldKitchen\\Outbound,N/A,Cary Prod1,Walmart
wmzenith,wmzenith,FTP Server Accounts,['74.9.127.245'],%com1%\dispatch\Walmart-Suppliers\ZenithProductsCorporation\\Inbound,%com1%\dispatch\Walmart-Suppliers\ZenithProductsCorporation\\Outbound,N/A,Cary Prod1,Walmart
